user_id,signup_date,acquisition_channel,device
708,29/05/2024,Facebook Ads,Mobile
709,27/01/2024,Facebook Ads,Desktop
710,12/04/2024,Referral,Desktop
711,08/05/2024,Facebook Ads,Mobile
712,22/03/2024,Organic,Mobile
713,27/02/2024,Organic,Desktop
714,17/02/2024,Organic,Desktop
715,08/02/2024,Referral,Desktop
716,26/08/2024,Google Ads,Mobile
717,08/06/2024,Google Ads,Mobile
718,28/10/2024,Facebook Ads,Mobile
719,12/01/2024,Google Ads,Mobile
720,28/04/2024,Facebook Ads,Mobile
721,07/09/2024,Google Ads,Desktop
722,18/01/2024,Organic,Mobile
723,07/01/2024,Referral,Desktop
724,01/05/2024,Facebook Ads,Mobile
725,17/03/2024,Google Ads,Desktop
726,14/06/2024,Referral,Mobile
727,14/01/2024,Facebook Ads,Mobile
728,22/05/2024,Facebook Ads,Mobile
729,21/01/2024,Facebook Ads,Desktop
730,17/01/2024,Organic,Desktop
731,17/01/2024,Facebook Ads,Mobile
732,31/05/2024,Referral,Mobile
733,08/04/2024,Google Ads,Desktop
734,07/03/2024,Google Ads,Mobile
735,10/02/2024,Facebook Ads,Mobile
736,07/07/2024,Google Ads,Desktop
737,14/02/2024,Organic,Desktop
738,01/06/2024,Organic,Mobile
739,22/02/2024,Organic,Mobile
740,12/02/2024,Organic,Desktop
741,25/02/2024,Referral,Mobile
742,02/02/2024,Organic,Mobile
743,03/05/2024,Organic,Desktop
744,03/03/2024,Facebook Ads,Desktop
745,24/01/2024,Facebook Ads,Mobile
746,25/07/2024,Facebook Ads,Desktop
747,13/02/2024,Organic,Desktop
748,11/03/2024,Google Ads,Mobile
749,01/08/2024,Google Ads,Desktop
750,29/03/2024,Referral,Mobile
751,12/01/2024,Referral,Mobile
752,09/09/2024,Referral,Desktop
753,29/03/2024,Google Ads,Mobile
754,06/02/2024,Organic,Mobile
755,14/01/2024,Facebook Ads,Mobile
756,22/05/2024,Facebook Ads,Mobile
757,28/03/2024,Facebook Ads,Desktop
758,09/03/2024,Google Ads,Desktop
759,20/07/2024,Google Ads,Desktop
760,19/05/2024,Organic,Mobile
761,15/01/2024,Facebook Ads,Mobile
762,03/02/2024,Organic,Mobile
763,26/01/2024,Google Ads,Mobile
764,02/05/2024,Facebook Ads,Mobile
765,04/01/2024,Google Ads,Desktop
766,16/03/2024,Facebook Ads,Desktop
767,09/05/2024,Organic,Desktop
768,07/07/2024,Google Ads,Mobile
769,07/02/2024,Facebook Ads,Desktop
770,03/06/2024,Facebook Ads,Mobile
771,11/01/2024,Google Ads,Mobile
772,17/06/2024,Referral,Desktop
773,13/01/2024,Google Ads,Desktop
774,15/02/2024,Organic,Mobile
775,23/05/2024,Organic,Mobile
776,15/01/2024,Referral,Mobile
777,24/01/2024,Organic,Desktop
778,25/04/2024,Organic,Mobile
779,24/04/2024,Organic,Desktop
780,02/04/2024,Referral,Mobile
781,16/04/2024,Google Ads,Mobile
782,11/03/2024,Google Ads,Mobile
783,27/01/2024,Facebook Ads,Mobile
784,08/02/2024,Organic,Mobile
785,19/01/2024,Organic,Desktop
786,03/08/2024,Facebook Ads,Desktop
787,19/03/2024,Organic,Desktop
788,16/02/2024,Google Ads,Desktop
789,25/02/2024,Facebook Ads,Desktop
790,21/09/2024,Referral,Desktop
791,15/01/2024,Facebook Ads,Desktop
792,20/03/2024,Facebook Ads,Mobile
793,04/03/2024,Organic,Mobile
794,26/03/2024,Organic,Mobile
795,02/01/2024,Facebook Ads,Mobile
796,04/07/2024,Organic,Mobile
797,30/08/2024,Google Ads,Desktop
798,15/03/2024,Facebook Ads,Mobile
799,17/04/2024,Facebook Ads,Mobile
800,18/08/2024,Organic,Mobile
801,20/04/2024,Facebook Ads,Mobile
802,15/01/2024,Referral,Mobile
803,18/03/2024,Organic,Mobile
804,24/03/2024,Referral,Mobile
805,19/02/2024,Facebook Ads,Mobile
806,30/04/2024,Referral,Desktop
807,02/09/2024,Google Ads,Desktop
808,21/08/2024,Google Ads,Mobile
809,23/02/2024,Facebook Ads,Mobile
810,11/01/2024,Facebook Ads,Mobile
811,12/01/2025,Organic,Desktop
812,13/06/2024,Google Ads,Mobile
813,12/01/2024,Facebook Ads,Mobile
814,16/08/2024,Organic,Desktop
815,02/07/2024,Facebook Ads,Mobile
816,06/03/2024,Organic,Mobile
817,21/03/2024,Google Ads,Mobile
818,15/02/2024,Organic,Desktop
819,06/01/2024,Organic,Desktop
820,06/02/2024,Google Ads,Desktop
821,26/05/2024,Google Ads,Mobile
822,01/01/2024,Google Ads,Mobile
823,06/02/2024,Organic,Desktop
824,15/02/2024,Google Ads,Desktop
825,10/03/2024,Facebook Ads,Mobile
826,15/08/2024,Facebook Ads,Desktop
827,08/02/2024,Google Ads,Mobile
828,08/02/2024,Google Ads,Mobile
829,30/04/2024,Organic,Desktop
830,24/02/2024,Facebook Ads,Mobile
831,23/01/2024,Google Ads,Desktop
832,24/02/2024,Organic,Mobile
833,14/01/2024,Organic,Mobile
834,18/01/2024,Google Ads,Desktop
835,03/03/2024,Google Ads,Desktop
836,18/02/2024,Google Ads,Mobile
837,09/08/2024,Referral,Mobile
838,10/02/2024,Facebook Ads,Desktop
839,19/03/2024,Referral,Mobile
840,31/03/2024,Organic,Desktop
841,02/01/2024,Google Ads,Desktop
842,08/04/2024,Facebook Ads,Mobile
843,18/01/2024,Google Ads,Mobile
844,19/10/2024,Google Ads,Mobile
845,15/01/2024,Facebook Ads,Desktop
846,18/02/2024,Organic,Mobile
847,09/01/2024,Referral,Mobile
848,03/06/2025,Organic,Mobile
849,03/03/2024,Organic,Desktop
850,22/03/2024,Facebook Ads,Mobile
851,07/01/2024,Google Ads,Mobile
852,04/05/2024,Facebook Ads,Desktop
853,22/01/2024,Organic,Desktop
854,24/07/2024,Referral,Desktop
855,21/01/2024,Organic,Mobile
856,20/01/2024,Facebook Ads,Mobile
857,04/01/2024,Google Ads,Desktop
858,27/02/2024,Organic,Mobile
859,15/03/2024,Google Ads,Desktop
860,07/01/2024,Organic,Desktop
861,14/05/2024,Organic,Mobile
862,24/02/2024,Organic,Desktop
863,07/03/2024,Google Ads,Desktop
864,22/02/2024,Facebook Ads,Mobile
865,16/02/2024,Facebook Ads,Mobile
866,14/03/2024,Google Ads,Mobile
867,16/01/2024,Google Ads,Mobile
868,19/01/2024,Organic,Mobile
869,27/06/2024,Organic,Desktop
870,19/09/2024,Facebook Ads,Desktop
871,12/02/2024,Google Ads,Mobile
872,29/01/2024,Facebook Ads,Mobile
873,02/04/2024,Facebook Ads,Desktop
874,17/02/2024,Organic,Mobile
875,03/01/2024,Facebook Ads,Desktop
876,16/01/2024,Google Ads,Mobile
877,23/04/2024,Facebook Ads,Mobile
878,06/04/2024,Referral,Mobile
879,03/01/2024,Organic,Desktop
880,23/01/2024,Facebook Ads,Mobile
881,24/01/2024,Google Ads,Desktop
882,10/04/2024,Organic,Mobile
883,02/01/2024,Referral,Mobile
884,10/01/2024,Facebook Ads,Mobile
885,24/05/2024,Referral,Desktop
886,18/01/2024,Referral,Desktop
887,05/04/2024,Referral,Mobile
888,25/01/2024,Organic,Mobile
889,10/01/2024,Organic,Mobile
890,26/01/2024,Google Ads,Mobile
891,25/04/2024,Organic,Mobile
892,23/06/2024,Google Ads,Desktop
893,08/06/2024,Organic,Desktop
894,15/02/2024,Google Ads,Mobile
895,09/04/2024,Organic,Mobile
896,21/01/2024,Organic,Desktop
897,01/02/2024,Facebook Ads,Desktop
898,22/07/2024,Organic,Mobile
899,02/01/2024,Google Ads,Mobile
900,09/01/2024,Organic,Mobile
901,21/01/2024,Google Ads,Mobile
902,03/01/2024,Google Ads,Mobile
903,19/01/2024,Referral,Mobile
904,19/03/2024,Facebook Ads,Desktop
905,19/02/2024,Organic,Mobile
906,19/07/2024,Google Ads,Mobile
907,02/06/2024,Google Ads,Mobile
908,07/02/2024,Google Ads,Desktop
909,28/01/2024,Organic,Desktop
910,12/02/2024,Google Ads,Mobile
911,21/03/2024,Facebook Ads,Mobile
912,29/01/2024,Facebook Ads,Desktop
913,29/03/2024,Facebook Ads,Mobile
914,17/02/2024,Referral,Mobile
915,13/03/2024,Referral,Mobile
916,21/02/2024,Google Ads,Mobile
917,01/02/2024,Organic,Mobile
918,23/09/2024,Google Ads,Desktop
919,09/05/2024,Organic,Desktop
920,14/01/2024,Organic,Mobile
921,01/07/2024,Referral,Desktop
922,01/03/2024,Google Ads,Mobile
923,21/07/2024,Organic,Mobile
924,24/05/2024,Facebook Ads,Desktop
925,19/02/2024,Referral,Desktop
926,03/01/2024,Facebook Ads,Mobile
927,29/01/2024,Organic,Mobile
928,11/03/2024,Organic,Desktop
929,31/03/2024,Organic,Desktop
930,27/01/2024,Facebook Ads,Desktop
931,14/01/2024,Referral,Mobile
932,11/06/2024,Facebook Ads,Mobile
933,09/01/2025,Organic,Mobile
934,08/03/2024,Facebook Ads,Mobile
935,17/01/2024,Google Ads,Desktop
936,29/01/2024,Google Ads,Mobile
937,02/01/2024,Google Ads,Mobile
938,09/08/2024,Facebook Ads,Desktop
939,12/01/2024,Facebook Ads,Mobile
940,18/03/2024,Google Ads,Mobile
941,29/01/2024,Organic,Desktop
942,13/03/2024,Referral,Desktop
943,04/04/2024,Facebook Ads,Desktop
944,08/06/2024,Google Ads,Mobile
945,21/01/2024,Facebook Ads,Desktop
946,01/01/2024,Facebook Ads,Desktop
947,14/01/2024,Organic,Mobile
948,26/07/2024,Organic,Mobile
949,05/07/2024,Facebook Ads,Desktop
950,22/03/2024,Facebook Ads,Mobile
951,23/03/2024,Facebook Ads,Desktop
952,08/04/2024,Organic,Mobile
953,18/01/2024,Referral,Mobile
954,09/08/2024,Facebook Ads,Mobile
955,18/02/2024,Facebook Ads,Desktop
956,13/02/2024,Referral,Mobile
957,06/03/2024,Referral,Mobile
958,05/01/2024,Google Ads,Desktop
959,17/01/2024,Facebook Ads,Desktop
960,30/04/2024,Facebook Ads,Desktop
961,08/01/2024,Organic,Mobile
962,24/03/2024,Google Ads,Mobile
963,26/01/2024,Facebook Ads,Desktop
964,14/02/2024,Organic,Desktop
965,31/01/2024,Facebook Ads,Mobile
966,09/02/2024,Organic,Mobile
967,24/04/2024,Google Ads,Desktop
968,01/02/2024,Facebook Ads,Mobile
969,16/03/2024,Organic,Desktop
970,28/02/2024,Google Ads,Mobile
971,08/04/2024,Referral,Mobile
972,05/09/2024,Google Ads,Desktop
973,28/04/2024,Facebook Ads,Mobile
974,22/01/2024,Organic,Mobile
975,03/01/2024,Facebook Ads,Mobile
976,28/01/2024,Referral,Mobile
977,22/03/2024,Google Ads,Desktop
978,05/01/2024,Google Ads,Desktop
979,02/03/2024,Facebook Ads,Desktop
980,22/03/2024,Google Ads,Mobile
981,06/02/2024,Organic,Mobile
982,12/05/2024,Organic,Mobile
983,11/01/2024,Facebook Ads,Desktop
984,08/01/2024,Facebook Ads,Desktop
985,27/04/2024,Organic,Desktop
986,02/03/2024,Referral,Mobile
987,14/04/2024,Facebook Ads,Mobile
988,21/02/2024,Google Ads,Mobile
989,26/01/2024,Google Ads,Mobile
990,02/06/2024,Referral,Mobile
991,24/05/2024,Facebook Ads,Desktop
992,16/04/2024,Facebook Ads,Mobile
993,29/01/2024,Organic,Mobile
994,21/03/2024,Facebook Ads,Mobile
995,10/02/2024,Google Ads,Desktop
996,09/01/2024,Google Ads,Desktop
997,12/08/2024,Google Ads,Desktop
998,14/01/2024,Google Ads,Desktop
999,27/09/2024,Google Ads,Mobile
1000,23/02/2024,Facebook Ads,Desktop
1001,19/01/2024,Organic,Mobile
1002,11/03/2024,Organic,Mobile
1003,04/07/2024,Organic,Desktop
1004,28/04/2024,Facebook Ads,Desktop
1005,27/05/2024,Facebook Ads,Mobile
1006,06/04/2024,Facebook Ads,Mobile
1007,16/04/2024,Google Ads,Mobile
1008,19/06/2024,Google Ads,Mobile
1009,26/01/2024,Organic,Mobile
1010,01/03/2024,Facebook Ads,Mobile
1011,23/01/2024,Facebook Ads,Mobile
1012,30/01/2025,Google Ads,Desktop
1013,16/09/2024,Organic,Mobile
1014,04/01/2024,Facebook Ads,Mobile
1015,20/04/2024,Organic,Mobile
1016,21/08/2024,Facebook Ads,Desktop
1017,18/01/2024,Referral,Mobile
1018,16/03/2024,Referral,Mobile
1019,10/08/2024,Facebook Ads,Mobile
1020,04/01/2024,Facebook Ads,Desktop
1021,17/04/2024,Google Ads,Desktop
1022,01/02/2024,Facebook Ads,Desktop
1023,20/08/2024,Organic,Desktop
1024,14/11/2024,Organic,Desktop
1025,16/09/2024,Organic,Desktop
1026,27/02/2024,Organic,Mobile
1027,27/06/2024,Google Ads,Mobile
1028,16/06/2024,Facebook Ads,Desktop
1029,04/02/2024,Organic,Mobile
1030,07/06/2024,Google Ads,Mobile
1031,04/01/2024,Organic,Desktop
1032,22/03/2024,Facebook Ads,Mobile
1033,24/01/2024,Facebook Ads,Desktop
1034,12/01/2024,Referral,Desktop
1035,08/01/2024,Facebook Ads,Mobile
1036,17/04/2024,Referral,Desktop
1037,07/02/2024,Referral,Mobile
1038,26/04/2024,Organic,Mobile
1039,07/01/2024,Organic,Mobile
1040,04/02/2024,Organic,Desktop
1041,10/03/2024,Referral,Desktop
1042,20/05/2024,Facebook Ads,Mobile
1043,04/02/2024,Google Ads,Desktop
1044,29/03/2024,Organic,Mobile
1045,14/07/2024,Google Ads,Desktop
1046,27/03/2024,Google Ads,Mobile
1047,24/01/2024,Google Ads,Desktop
1048,03/01/2024,Organic,Mobile
1049,02/07/2024,Referral,Mobile
1050,02/01/2024,Facebook Ads,Mobile
1051,05/07/2024,Referral,Desktop
1052,08/03/2024,Organic,Mobile
1053,08/09/2024,Organic,Desktop
1054,24/05/2024,Organic,Mobile
1055,10/07/2025,Organic,Mobile
1056,08/02/2024,Facebook Ads,Mobile
1057,11/05/2024,Organic,Desktop
1058,16/02/2024,Facebook Ads,Mobile
1059,28/02/2024,Referral,Desktop
1060,29/03/2024,Referral,Desktop
1061,05/07/2024,Facebook Ads,Desktop
1062,07/01/2025,Facebook Ads,Mobile
1063,11/05/2024,Organic,Desktop
1064,18/02/2024,Facebook Ads,Desktop
1065,19/02/2024,Referral,Mobile
1066,30/04/2024,Facebook Ads,Desktop
1067,25/01/2024,Facebook Ads,Mobile
1068,11/01/2024,Referral,Mobile
1069,09/02/2024,Organic,Mobile
1070,31/01/2024,Organic,Mobile
1071,01/02/2024,Google Ads,Mobile
1072,24/01/2024,Organic,Mobile
1073,04/01/2024,Organic,Desktop
1074,02/01/2024,Organic,Mobile
1075,30/01/2025,Organic,Mobile
1076,20/02/2024,Organic,Mobile
1077,13/02/2024,Google Ads,Desktop
1078,12/04/2024,Facebook Ads,Desktop
1079,23/01/2024,Organic,Desktop
1080,26/09/2024,Facebook Ads,Desktop
1081,18/05/2024,Organic,Mobile
1082,09/01/2024,Facebook Ads,Desktop
1083,18/02/2024,Organic,Mobile
1084,09/07/2024,Organic,Mobile
1085,17/09/2024,Facebook Ads,Desktop
1086,26/02/2024,Facebook Ads,Mobile
1087,26/03/2024,Facebook Ads,Desktop
1088,17/01/2024,Organic,Desktop
1089,01/03/2025,Organic,Mobile
1090,24/01/2024,Facebook Ads,Mobile
1091,14/09/2024,Organic,Mobile
1092,04/04/2024,Google Ads,Desktop
1093,25/03/2024,Google Ads,Desktop
1094,05/03/2024,Referral,Mobile
1095,24/01/2024,Google Ads,Mobile
1096,18/01/2024,Google Ads,Desktop
1097,23/01/2024,Facebook Ads,Desktop
1098,19/01/2024,Facebook Ads,Mobile
1099,16/05/2024,Facebook Ads,Mobile
1100,08/02/2024,Facebook Ads,Desktop
1101,06/01/2024,Organic,Mobile
1102,08/11/2024,Google Ads,Mobile
1103,12/07/2024,Google Ads,Desktop
1104,24/08/2024,Facebook Ads,Desktop
1105,20/04/2025,Facebook Ads,Mobile
1106,18/01/2024,Organic,Mobile
1107,15/02/2024,Referral,Mobile
1108,07/05/2024,Facebook Ads,Mobile
1109,17/04/2024,Referral,Desktop
1110,16/01/2024,Organic,Mobile
1111,01/06/2024,Organic,Desktop
1112,23/01/2024,Google Ads,Desktop
1113,23/01/2024,Facebook Ads,Mobile
1114,10/03/2024,Facebook Ads,Mobile
1115,21/03/2024,Organic,Mobile
1116,19/03/2024,Google Ads,Desktop
1117,09/01/2024,Referral,Desktop
1118,07/07/2024,Google Ads,Mobile
1119,28/01/2024,Facebook Ads,Desktop
1120,13/01/2024,Organic,Desktop
1121,16/07/2024,Facebook Ads,Desktop
1122,07/10/2024,Google Ads,Mobile
1123,27/06/2024,Organic,Mobile
1124,29/05/2024,Referral,Desktop
1125,05/04/2024,Organic,Mobile
1126,13/03/2024,Organic,Mobile
1127,09/01/2024,Organic,Mobile
1128,17/02/2024,Referral,Mobile
1129,11/02/2024,Facebook Ads,Mobile
1130,28/01/2024,Facebook Ads,Desktop
1131,25/04/2024,Facebook Ads,Mobile
1132,02/03/2024,Facebook Ads,Mobile
1133,08/01/2024,Organic,Desktop
1134,23/01/2024,Organic,Mobile
1135,13/04/2024,Organic,Mobile
1136,08/01/2024,Facebook Ads,Desktop
1137,20/06/2024,Organic,Desktop
1138,02/03/2024,Google Ads,Desktop
1139,28/02/2024,Organic,Desktop
1140,21/03/2024,Organic,Mobile
1141,05/06/2024,Google Ads,Desktop
1142,08/02/2024,Facebook Ads,Mobile
1143,11/04/2024,Facebook Ads,Desktop
1144,16/03/2024,Organic,Mobile
1145,28/01/2024,Referral,Desktop
1146,08/07/2024,Organic,Desktop
1147,23/05/2024,Facebook Ads,Desktop
1148,06/04/2024,Google Ads,Mobile
1149,20/06/2024,Organic,Mobile
1150,30/06/2024,Organic,Desktop
1151,20/04/2024,Facebook Ads,Desktop
1152,12/06/2024,Facebook Ads,Mobile
1153,17/04/2024,Organic,Desktop
1154,12/04/2024,Google Ads,Desktop
1155,27/03/2024,Facebook Ads,Mobile
1156,05/05/2024,Facebook Ads,Desktop
1157,16/01/2024,Google Ads,Mobile
1158,10/07/2024,Referral,Mobile
1159,03/07/2024,Referral,Mobile
1160,03/01/2024,Organic,Desktop
1161,06/06/2024,Google Ads,Desktop
1162,13/01/2024,Facebook Ads,Mobile
1163,06/02/2024,Google Ads,Desktop
1164,02/05/2024,Google Ads,Desktop
1165,16/01/2024,Organic,Desktop
1166,02/06/2024,Google Ads,Mobile
1167,09/06/2024,Facebook Ads,Desktop
1168,04/03/2024,Facebook Ads,Mobile
1169,01/01/2024,Google Ads,Mobile
1170,31/01/2024,Facebook Ads,Mobile
1171,27/03/2024,Facebook Ads,Mobile
1172,23/12/2024,Referral,Desktop
1173,30/03/2024,Google Ads,Mobile
1174,28/01/2024,Google Ads,Desktop
1175,31/03/2024,Referral,Mobile
1176,10/03/2024,Referral,Mobile
1177,16/05/2024,Organic,Desktop
1178,11/01/2024,Organic,Desktop
1179,08/05/2024,Google Ads,Mobile
1180,11/03/2024,Google Ads,Mobile
1181,23/10/2024,Google Ads,Mobile
1182,07/02/2024,Organic,Mobile
1183,31/03/2024,Organic,Desktop
1184,29/08/2024,Google Ads,Desktop
1185,10/01/2024,Facebook Ads,Mobile
1186,06/09/2024,Organic,Desktop
1187,14/04/2024,Facebook Ads,Desktop
1188,07/01/2024,Organic,Mobile
1189,02/02/2024,Organic,Mobile
1190,20/04/2024,Organic,Desktop
1191,07/01/2024,Organic,Desktop
1192,19/03/2024,Referral,Mobile
1193,08/02/2024,Google Ads,Mobile
1194,28/03/2024,Organic,Mobile
1195,05/01/2024,Organic,Desktop
1196,03/07/2024,Facebook Ads,Mobile
1197,22/11/2024,Facebook Ads,Mobile
1198,08/11/2024,Facebook Ads,Desktop
1199,04/05/2024,Google Ads,Desktop
1200,13/01/2024,Organic,Desktop
1201,07/05/2024,Organic,Mobile
1202,03/01/2024,Facebook Ads,Mobile
1203,03/01/2024,Facebook Ads,Mobile
1204,05/02/2024,Referral,Mobile
1205,01/03/2024,Facebook Ads,Desktop
1206,12/05/2024,Google Ads,Mobile
1207,13/04/2024,Organic,Mobile
1208,23/02/2024,Google Ads,Mobile
1209,29/01/2024,Facebook Ads,Mobile
1210,10/06/2025,Facebook Ads,Desktop
1211,19/02/2024,Facebook Ads,Mobile
1212,24/02/2024,Organic,Mobile
1213,17/01/2024,Google Ads,Mobile
1214,22/05/2024,Facebook Ads,Mobile
1215,16/04/2024,Organic,Mobile
1216,23/01/2024,Organic,Desktop
1217,08/01/2024,Facebook Ads,Desktop
1218,12/04/2024,Google Ads,Desktop
1219,05/04/2024,Organic,Desktop
1220,29/01/2024,Facebook Ads,Desktop
1221,28/09/2024,Google Ads,Desktop
1222,15/01/2024,Organic,Mobile
1223,20/02/2024,Referral,Mobile
1224,15/09/2024,Organic,Mobile
1225,18/02/2024,Organic,Desktop
1226,01/04/2024,Organic,Desktop
1227,15/02/2024,Google Ads,Desktop
1228,29/01/2024,Organic,Mobile
1229,07/01/2025,Google Ads,Desktop
1230,17/02/2024,Facebook Ads,Mobile
1231,21/07/2024,Organic,Mobile
1232,24/01/2024,Organic,Mobile
1233,22/01/2024,Google Ads,Mobile
1234,03/01/2024,Referral,Mobile
1235,04/04/2024,Facebook Ads,Mobile
1236,11/02/2024,Google Ads,Mobile
1237,28/06/2024,Facebook Ads,Desktop
1238,27/02/2024,Organic,Desktop
1239,06/11/2024,Organic,Desktop
1240,19/01/2024,Google Ads,Mobile
1241,01/07/2024,Organic,Desktop
1242,14/05/2024,Google Ads,Desktop
1243,12/05/2024,Organic,Mobile
1244,16/06/2024,Google Ads,Mobile
1245,08/05/2024,Google Ads,Mobile
1246,29/03/2024,Referral,Mobile
1247,13/01/2024,Facebook Ads,Desktop
1248,03/01/2024,Facebook Ads,Desktop
1249,16/08/2024,Organic,Mobile
1250,27/03/2024,Referral,Desktop
1251,23/05/2024,Google Ads,Desktop
1252,29/02/2024,Facebook Ads,Desktop
1253,12/01/2024,Google Ads,Mobile
1254,13/01/2024,Google Ads,Desktop
1255,14/04/2024,Facebook Ads,Mobile
1256,20/02/2024,Organic,Desktop
1257,21/01/2024,Referral,Mobile
1258,01/03/2024,Google Ads,Mobile
1259,06/01/2024,Google Ads,Desktop
1260,19/03/2024,Google Ads,Mobile
1261,29/01/2024,Facebook Ads,Mobile
1262,23/05/2024,Referral,Mobile
1263,03/02/2024,Google Ads,Desktop
1264,24/02/2024,Google Ads,Mobile
1265,02/01/2024,Organic,Desktop
1266,07/01/2024,Google Ads,Mobile
1267,14/02/2024,Organic,Mobile
1268,28/02/2024,Facebook Ads,Mobile
1269,23/03/2024,Organic,Mobile
1270,01/02/2024,Referral,Mobile
1271,16/04/2024,Organic,Mobile
1272,26/06/2024,Referral,Desktop
1273,16/05/2024,Facebook Ads,Desktop
1274,04/01/2024,Google Ads,Mobile
1275,28/02/2024,Organic,Mobile
1276,10/01/2024,Organic,Desktop
1277,25/01/2024,Google Ads,Mobile
1278,23/01/2025,Google Ads,Mobile
1279,14/01/2024,Facebook Ads,Desktop
1280,03/03/2024,Google Ads,Desktop
1281,27/03/2024,Facebook Ads,Desktop
1282,19/04/2024,Organic,Mobile
1283,14/03/2024,Facebook Ads,Mobile
1284,01/01/2024,Facebook Ads,Desktop
1285,05/02/2024,Organic,Mobile
1286,06/03/2024,Organic,Mobile
1287,09/01/2024,Referral,Mobile
1288,08/02/2024,Organic,Mobile
1289,04/01/2024,Google Ads,Desktop
1290,08/01/2024,Organic,Desktop
1291,15/02/2024,Google Ads,Desktop
1292,13/01/2024,Facebook Ads,Mobile
1293,16/03/2024,Organic,Mobile
1294,15/04/2024,Referral,Mobile
1295,25/05/2024,Google Ads,Mobile
1296,21/01/2024,Facebook Ads,Desktop
1297,17/01/2024,Facebook Ads,Mobile
1298,10/01/2024,Facebook Ads,Mobile
1299,01/04/2024,Google Ads,Mobile
1300,20/04/2024,Organic,Desktop
1301,03/01/2024,Facebook Ads,Mobile
1302,04/09/2024,Referral,Mobile
1303,05/01/2024,Organic,Mobile
1304,11/03/2024,Organic,Desktop
1305,21/04/2024,Organic,Mobile
1306,03/07/2024,Facebook Ads,Desktop
1307,22/04/2024,Google Ads,Desktop
1308,25/05/2024,Organic,Mobile
1309,07/02/2024,Organic,Desktop
1310,31/05/2024,Organic,Mobile
1311,08/01/2024,Facebook Ads,Desktop
1312,21/07/2024,Referral,Mobile
1313,12/03/2024,Facebook Ads,Mobile
1314,01/06/2024,Referral,Mobile
1315,24/02/2024,Referral,Mobile
1316,02/04/2024,Facebook Ads,Desktop
1317,08/03/2024,Organic,Mobile
1318,28/04/2024,Facebook Ads,Desktop
1319,08/01/2024,Google Ads,Mobile
1320,06/01/2024,Google Ads,Desktop
1321,26/01/2024,Organic,Mobile
1322,16/01/2024,Referral,Mobile
1323,03/07/2024,Organic,Mobile
1324,23/01/2024,Google Ads,Desktop
1325,01/12/2024,Organic,Mobile
1326,06/02/2024,Referral,Mobile
1327,19/01/2024,Facebook Ads,Mobile
1328,20/05/2024,Referral,Desktop
1329,06/04/2024,Facebook Ads,Mobile
1330,03/03/2024,Organic,Desktop
1331,13/03/2024,Facebook Ads,Mobile
1332,24/04/2024,Facebook Ads,Desktop
1333,24/01/2024,Google Ads,Desktop
1334,19/05/2025,Organic,Mobile
1335,27/11/2024,Google Ads,Mobile
1336,04/04/2024,Facebook Ads,Mobile
1337,21/01/2024,Organic,Mobile
1338,12/04/2024,Referral,Mobile
1339,07/01/2024,Google Ads,Desktop
1340,03/01/2024,Facebook Ads,Mobile
1341,27/01/2024,Google Ads,Desktop
1342,25/02/2024,Facebook Ads,Mobile
1343,01/07/2024,Organic,Desktop
1344,26/04/2024,Organic,Mobile
1345,02/05/2024,Organic,Mobile
1346,19/02/2024,Google Ads,Mobile
1347,08/02/2024,Organic,Mobile
1348,11/02/2024,Organic,Mobile
1349,30/01/2025,Organic,Desktop
1350,04/01/2024,Organic,Desktop
1351,30/06/2024,Organic,Mobile
1352,18/03/2024,Organic,Mobile
1353,21/02/2024,Google Ads,Mobile
1354,26/04/2024,Referral,Mobile
1355,01/03/2024,Google Ads,Mobile
1356,05/07/2024,Organic,Desktop
1357,26/07/2024,Facebook Ads,Desktop
1358,19/02/2024,Organic,Desktop
1359,30/01/2024,Organic,Mobile
1360,21/03/2024,Facebook Ads,Desktop
1361,07/08/2024,Facebook Ads,Desktop
1362,22/01/2024,Organic,Mobile
1363,28/03/2024,Organic,Mobile
1364,30/03/2024,Google Ads,Desktop
1365,28/04/2024,Facebook Ads,Mobile
1366,13/01/2024,Organic,Mobile
1367,23/04/2024,Facebook Ads,Mobile
1368,03/08/2024,Google Ads,Desktop
1369,18/01/2024,Facebook Ads,Mobile
1370,25/01/2024,Facebook Ads,Desktop
1371,15/11/2024,Facebook Ads,Desktop
1372,18/01/2024,Google Ads,Desktop
1373,22/06/2024,Facebook Ads,Mobile
1374,02/03/2024,Google Ads,Desktop
1375,26/01/2024,Google Ads,Mobile
1376,03/07/2024,Google Ads,Mobile
1377,23/02/2024,Google Ads,Mobile
1378,06/03/2024,Organic,Mobile
1379,10/02/2024,Facebook Ads,Desktop
1380,21/03/2024,Google Ads,Mobile
1381,17/01/2024,Facebook Ads,Mobile
1382,14/02/2024,Facebook Ads,Mobile
1383,09/11/2024,Organic,Desktop
1384,27/01/2024,Organic,Desktop
1385,06/04/2024,Referral,Desktop
1386,05/02/2024,Organic,Mobile
1387,13/05/2024,Referral,Mobile
1388,13/01/2024,Facebook Ads,Desktop
1389,11/11/2024,Facebook Ads,Mobile
1390,24/02/2024,Facebook Ads,Mobile
1391,25/01/2024,Facebook Ads,Desktop
1392,07/01/2024,Google Ads,Mobile
1393,17/01/2024,Organic,Desktop
1394,07/03/2024,Facebook Ads,Mobile
1395,06/02/2024,Referral,Mobile
1396,07/06/2024,Organic,Mobile
